epoch,accuracy,loss,val_accuracy,val_loss
0,0.24144311249256134,1.607806921005249,0.24468085169792175,1.6027560234069824
1,0.2423681765794754,1.6056629419326782,0.24468085169792175,1.598809003829956
2,0.22664199769496918,1.5958867073059082,0.2808510661125183,1.5939081907272339
3,0.23959296941757202,1.5949411392211914,0.24468085169792175,1.595558762550354
4,0.25254392623901367,1.591607689857483,0.28723403811454773,1.5779459476470947
5,0.2636447846889496,1.588442087173462,0.3510638177394867,1.5679597854614258
6,0.2932469844818115,1.5578439235687256,0.35957446694374084,1.4836125373840332
7,0.316373735666275,1.5397611856460571,0.3723404109477997,1.3900915384292603
8,0.3681776225566864,1.4785535335540771,0.5361701846122742,1.3458046913146973
9,0.3959296941757202,1.4142576456069946,0.6063829660415649,1.0510586500167847
10,0.44125810265541077,1.3754165172576904,0.5893617272377014,1.129754900932312
11,0.4690101742744446,1.2868788242340088,0.7553191781044006,0.6802270412445068
12,0.543015718460083,1.1687159538269043,0.7531914710998535,0.6943511366844177
13,0.5615171194076538,1.105818510055542,0.806382954120636,0.5393816232681274
14,0.6022201776504517,1.0182297229766846,0.8425531983375549,0.4585980772972107
15,0.63274747133255,0.960597813129425,0.8148936033248901,0.5034795999526978
16,0.6549491286277771,0.9192617535591125,0.8234042525291443,0.5480660796165466
17,0.653099000453949,0.900544285774231,0.827659547328949,0.5611503720283508
18,0.675300657749176,0.8269621729850769,0.8893616795539856,0.3441965878009796
19,0.6817761063575745,0.8373264074325562,0.8787233829498291,0.3693676292896271
20,0.7067530155181885,0.7803083062171936,0.8787233829498291,0.31919586658477783
21,0.7160037159919739,0.7576020359992981,0.8574467897415161,0.3306742310523987
22,0.7437557578086853,0.7103146910667419,0.9127659797668457,0.25400787591934204
23,0.7419056296348572,0.7202646136283875,0.8978723287582397,0.2684132754802704
24,0.7493062019348145,0.7074782848358154,0.914893627166748,0.2694742977619171
25,0.7530064582824707,0.6829450726509094,0.8957446813583374,0.26463067531585693
26,0.7881591320037842,0.6191850900650024,0.8893616795539856,0.27097541093826294
27,0.7724329233169556,0.6220034956932068,0.9127659797668457,0.23687051236629486
28,0.7770583033561707,0.6105424165725708,0.8553191423416138,0.41554880142211914
29,0.7900092601776123,0.6067616939544678,0.9276595711708069,0.20815125107765198
30,0.807585597038269,0.5805606245994568,0.9489361643791199,0.1903926432132721
31,0.8057354092597961,0.5744913816452026,0.9255319237709045,0.22485192120075226
32,0.8186864256858826,0.551843523979187,0.9042553305625916,0.2448408603668213
33,0.8140610456466675,0.5283176898956299,0.8978723287582397,0.27847549319267273
34,0.8205365538597107,0.5140249729156494,0.9340425729751587,0.1723952442407608
35,0.8455134034156799,0.5001400709152222,0.9170212745666504,0.24066311120986938
36,0.8325624465942383,0.4824211299419403,0.9127659797668457,0.28185850381851196
37,0.8316373825073242,0.479315847158432,0.9063829779624939,0.2333972454071045
38,0.8427382111549377,0.4589797258377075,0.9319148659706116,0.17024703323841095
39,0.8529139757156372,0.43781206011772156,0.9404255151748657,0.17330746352672577
40,0.8482885956764221,0.4352928102016449,0.9404255151748657,0.18064524233341217
41,0.8667899966239929,0.415402889251709,0.9276595711708069,0.23365898430347443
42,0.8640148043632507,0.3883957862854004,0.9382978677749634,0.18029853701591492
43,0.8751156330108643,0.4043983519077301,0.9425531625747681,0.20252348482608795
44,0.8695651888847351,0.34554150700569153,0.9489361643791199,0.1529340147972107
45,0.867715060710907,0.39441579580307007,0.9425531625747681,0.20177684724330902
46,0.8871415257453918,0.3521062731742859,0.8893616795539856,0.38750049471855164
47,0.8871415257453918,0.33213943243026733,0.9212765693664551,0.1774887591600418
48,0.8815911412239075,0.3427090644836426,0.9553191661834717,0.19149978458881378
49,0.8778908252716064,0.3626219630241394,0.9468085169792175,0.15676462650299072
50,0.8908418416976929,0.353319376707077,0.9404255151748657,0.17170970141887665
51,0.8936170339584351,0.3367888629436493,0.9468085169792175,0.14643926918506622
52,0.889916718006134,0.30114808678627014,0.9340425729751587,0.18513354659080505
53,0.889916718006134,0.31147488951683044,0.9489361643791199,0.14028793573379517
54,0.8908418416976929,0.3348400890827179,0.9510638117790222,0.15222126245498657
55,0.9056429266929626,0.28238919377326965,0.9531915187835693,0.1457391083240509
56,0.911193311214447,0.27985769510269165,0.9425531625747681,0.17875611782073975
57,0.9028677344322205,0.2727264165878296,0.9340425729751587,0.19738534092903137
58,0.8936170339584351,0.29630884528160095,0.9404255151748657,0.18255728483200073
59,0.9084181189537048,0.2748206555843353,0.9468085169792175,0.14813359081745148
60,0.9065679907798767,0.2547106146812439,0.9531915187835693,0.1584128588438034
61,0.9167437553405762,0.25667324662208557,0.9191489219665527,0.3260578513145447
62,0.9010175466537476,0.2822711765766144,0.9468085169792175,0.14123739302158356
63,0.9121184349060059,0.24959412217140198,0.9489361643791199,0.16414198279380798
64,0.9204440116882324,0.2645667493343353,0.9510638117790222,0.13310353457927704
65,0.9204440116882324,0.24835218489170074,0.9531915187835693,0.15294770896434784
66,0.9232192635536194,0.23376168310642242,0.9510638117790222,0.17845608294010162
67,0.9287696480751038,0.2324170619249344,0.9468085169792175,0.1440957635641098
68,0.9250693917274475,0.23770833015441895,0.9489361643791199,0.1888367086648941
69,0.9204440116882324,0.2402717024087906,0.9617021083831787,0.14532387256622314
70,0.9333950281143188,0.20962439477443695,0.957446813583374,0.1383228451013565
71,0.9407955408096313,0.1937401294708252,0.9595744609832764,0.13441266119480133
72,0.9380203485488892,0.19321498274803162,0.957446813583374,0.17257021367549896
73,0.935245156288147,0.2045304775238037,0.936170220375061,0.24068576097488403
74,0.931544840335846,0.23238077759742737,0.9553191661834717,0.14457714557647705
75,0.9407955408096313,0.18253213167190552,0.936170220375061,0.20705148577690125
76,0.936170220375061,0.19929032027721405,0.9659574627876282,0.1098819151520729
77,0.9417206048965454,0.1815476417541504,0.9425531625747681,0.1715606302022934
78,0.9380203485488892,0.17239663004875183,0.9340425729751587,0.203827366232872
79,0.9454209208488464,0.17669469118118286,0.9531915187835693,0.1856517642736435
80,0.931544840335846,0.21802206337451935,0.9404255151748657,0.22295302152633667
81,0.9426456689834595,0.1771998405456543,0.9468085169792175,0.1843893826007843
82,0.9389454126358032,0.17567606270313263,0.9595744609832764,0.16869434714317322
83,0.95652174949646,0.17147837579250336,0.957446813583374,0.1848466694355011
84,0.9537465572357178,0.13245618343353271,0.9553191661834717,0.17847523093223572
85,0.9389454126358032,0.16633687913417816,0.9531915187835693,0.16289076209068298
86,0.9463459849357605,0.158433735370636,0.9212765693664551,0.3286929130554199
87,0.9444958567619324,0.1642615646123886,0.9382978677749634,0.223977729678154
88,0.9491211771965027,0.14381667971611023,0.9446808695793152,0.23196318745613098
89,0.9389454126358032,0.17783477902412415,0.9617021083831787,0.14855174720287323
90,0.9611470699310303,0.12643365561962128,0.9489361643791199,0.24246348440647125
91,0.9500462412834167,0.1515868455171585,0.9425531625747681,0.25049516558647156
92,0.9620721340179443,0.10179149359464645,0.9595744609832764,0.1751932054758072
93,0.95652174949646,0.12008370459079742,0.9510638117790222,0.22163037955760956
94,0.9546716213226318,0.15558861196041107,0.9446808695793152,0.26579561829566956
95,0.9583718776702881,0.12416837364435196,0.9617021083831787,0.17955084145069122
96,0.9546716213226318,0.1592029482126236,0.9553191661834717,0.16061168909072876
97,0.9611470699310303,0.12634359300136566,0.9638298153877258,0.18890652060508728
98,0.9528214335441589,0.14978373050689697,0.9595744609832764,0.18944385647773743
99,0.9657724499702454,0.1161961778998375,0.9489361643791199,0.24311280250549316
